# name,mass (Mjup),Radio (Rjup),Periodo (dias),Semi eje (ua),Excen,inclination,Año,Metodo,Nombre estr,Metalicidad,Masa estr (Msol),Radio (Rsol),Tipo espectral,Edad (gyr),Teff,Disco detectado,Campo magnetico
Kepler-68 b,0.0188,0.206,5.3987533,0.0617,0.02,87.6,2013,Primary Transit,Kepler-68,0.12,1.079,1.243,,6.3,5793,,
Kepler-68 c,0.00686,0.0827,9.604979,0.09059,0.42,86.93,2013,Primary Transit,Kepler-68,0.12,1.079,1.243,,6.3,5793,,
Kepler-68 d,0.84,,625,1.4,0.18,,2013,Radial Velocity,Kepler-68,0.12,1.079,1.243,,6.3,5793,,
Kepler-680 b,,0.216,3.68992629,,,,2016,Primary Transit,Kepler-680,0.13,1.08,1.11,,,5890,,
Kepler-681 b,,0.275,26.39435646,,,,2016,Primary Transit,Kepler-681,-0.04,0.8,0.76,,,5021,,
Kepler-682 b,,0.658,12.61190667,,,,2016,Primary Transit,Kepler-682,-0.05,0.92,0.89,,,5559,,
Kepler-683 b,,0.176,2.53918318,,,,2016,Primary Transit,Kepler-683,-0.03,0.96,0.95,,,5703,,
Kepler-684 b,,0.3,6.77030201,,,,2016,Primary Transit,Kepler-684,-0.11,0.89,0.86,,,5493,,
Kepler-685 b,,0.944,1.6255222,,,,2016,Primary Transit,Kepler-685,0.15,1.11,1.16,,,5963,,
Kepler-686 b,,1.084,1.59474546,,,,2016,Primary Transit,Kepler-686,-0.07,0.94,0.92,,,5649,,
Kepler-687 b,,0.314,20.50586978,,,,2016,Primary Transit,Kepler-687,-0.04,0.77,0.73,,,4841,,
Kepler-688 b,,0.871,3.89593684,,,,2016,Primary Transit,Kepler-688,0.02,0.98,0.96,,,5715,,
Kepler-689 b,,0.258,22.36656079,,,,2016,Primary Transit,Kepler-689,-0.01,0.91,0.88,,,5518,,
Kepler-69 b,,0.199,13.722341,0.094,0.16,89.62,2013,Primary Transit,Kepler-69,-0.29,0.81,0.93,G4V,,5638,,
Kepler-69 c,,0.153,242.4613,0.64,0.14,89.85,2013,Primary Transit,Kepler-69,-0.29,0.81,0.93,G4V,,5638,,
Kepler-690 b,,0.531,7.74809437,,,,2016,Primary Transit,Kepler-690,0.19,1.11,1.16,,,5913,,
Kepler-691 b,,0.186,8.114379,,,,2016,Primary Transit,Kepler-691,0.04,0.53,0.5,,,3715,,
Kepler-692 b,,0.277,21.81293494,,,,2016,Primary Transit,Kepler-692,-0.01,0.9,0.86,,,5440,,
Kepler-693 b,,0.908,15.37563332,,,,2016,Primary Transit,Kepler-693,-0.1,0.76,0.72,,,4881,,
Kepler-694 b,,0.25,6.36584161,,,,2016,Primary Transit,Kepler-694,0,0.97,0.95,,,5700,,
Kepler-695 b,,0.822,3.04033042,,,,2016,Primary Transit,Kepler-695,-0.01,0.84,0.8,,,5181,,
Kepler-696 b,,0.548,4.19042557,,,,2016,Primary Transit,Kepler-696,0.07,1.06,1.08,,,5903,,
Kepler-697 b,,0.368,3.70987065,,,,2016,Primary Transit,Kepler-697,-0.01,0.92,0.88,,,5513,,
Kepler-698 b,,0.328,16.32976218,,,,2016,Primary Transit,Kepler-698,-0.03,0.94,0.91,,,5612,,
Kepler-699 b,,1.259,27.80756293,,,,2016,Primary Transit,Kepler-699,-0.26,0.81,0.78,,,5330,,
Kepler-7 b,0.433,1.614,4.885525,0.06246,0.1,85.18,2010,Primary Transit,Kepler-7,0.11,1.36,2.02,,3.5,5933,,
Kepler-70  b,0.014,0.068,0.2401,0.006,,,2011,Imaging,KOI-55,,0.496,0.203,sdB,0.0184,27730,,
Kepler-70 c,0.0021,0.078,0.34289,0.0076,,,2011,Imaging,KOI-55,,0.496,0.203,sdB,0.0184,27730,,
Kepler-700 b,,0.534,80.8720639,,,,2016,Primary Transit,Kepler-700,0.04,0.98,0.96,,,5692,,
Kepler-701 b,,0.253,10.35533177,,,,2016,Primary Transit,Kepler-701,0,0.88,0.84,,,5343,,
Kepler-702 b,,0.818,10.52629406,,,,2016,Primary Transit,Kepler-702,0,0.9,0.86,,,5419,,
Kepler-703 b,,0.732,4.58352176,,,,2016,Primary Transit,Kepler-703,0.05,1.18,1.27,,,6185,,
Kepler-704 b,,0.233,3.76182115,,,,2016,Primary Transit,Kepler-704,0.09,0.97,0.96,,,5616,,
Kepler-705 b,,0.188,56.0560538,,,,2016,Primary Transit,Kepler-705,0.07,0.53,0.51,,,3722,,
Kepler-706 b,,1.175,41.40831347,,,,2016,Primary Transit,Kepler-706,-0.06,0.87,0.84,,,5394,,
Kepler-707 b,,0.119,2.23749275,,,,2016,Primary Transit,Kepler-707,-0.12,0.8,0.76,,,5099,,
Kepler-708 b,,0.261,3.16789194,,,,2016,Primary Transit,Kepler-708,0.01,0.97,0.96,,,5692,,
Kepler-709 b,,0.261,16.08524954,,,,2016,Primary Transit,Kepler-709,-0.08,0.8,0.77,,,5071,,
Kepler-71 b,,1.0452,3.905081,0.047,0,89.95,2013,Primary Transit,Kepler-71,-0.2,0.923,0.816,,,5591,,
Kepler-710 b,,0.168,4.34728553,,,,2016,Primary Transit,Kepler-710,-0.04,0.94,0.91,,,5611,,
Kepler-711 b,,0.304,23.58914398,,,,2016,Primary Transit,Kepler-711,-0.04,0.84,0.8,,,5222,,
Kepler-712 b,,0.304,21.02247699,,,,2016,Primary Transit,Kepler-712,-0.03,0.84,0.78,,,5148,,
Kepler-712 c,,0.433,226.89047,,,,2016,Primary Transit,Kepler-712,-0.03,0.84,0.78,,,5148,,
Kepler-713 b,,0.221,7.411141,,,,2016,Primary Transit,Kepler-713,-0.03,0.98,0.99,,,5785,,
Kepler-714 b,,0.863,8.09888799,,,,2016,Primary Transit,Kepler-714,0.04,1.09,1.12,,,5995,,
Kepler-715 b,,0.335,10.00652995,,,,2016,Primary Transit,Kepler-715,0.02,1.04,1.04,,,5871,,
Kepler-716 b,,0.259,10.37168453,,,,2016,Primary Transit,Kepler-716,0,0.83,0.78,,,5099,,
Kepler-717 b,,0.216,4.40840023,,,,2016,Primary Transit,Kepler-717,-0.12,0.88,0.85,,,5485,,
Kepler-718 b,,1.477,2.0523499,,,,2016,Primary Transit,Kepler-718,0.06,1.18,1.3,,,6191,,
Kepler-719 b,,0.76,5.00731778,,,,2016,Primary Transit,Kepler-719,-0.02,0.99,0.98,,,5777,,
Kepler-720 b,,0.75,4.70832654,,,,2016,Primary Transit,Kepler-720,0,0.95,0.92,,,5618,,
Kepler-721 b,,0.236,5.39202539,,,,2016,Primary Transit,Kepler-721,-0.01,0.82,0.78,,,5075,,
Kepler-722 b,,0.235,4.09357325,,,,2016,Primary Transit,Kepler-722,0.02,1.03,1.05,,,5863,,
Kepler-722 c,,0.252,105.144749,,,,2016,Primary Transit,Kepler-722,0.02,1.03,1.05,,,5863,,
Kepler-723 b,,1.088,4.08227507,,,,2016,Primary Transit,Kepler-723,0,0.92,0.89,,,5539,,
Kepler-724 b,,0.294,3.31494634,,,,2016,Primary Transit,Kepler-724,-0.02,0.9,0.86,,,5437,,
Kepler-725 b,,0.948,39.64317811,,,,2016,Primary Transit,Kepler-725,-0.01,0.88,0.84,,,5363,,
Kepler-726 b,,0.291,21.80451088,,,,2016,Primary Transit,Kepler-726,-0.09,0.88,0.85,,,5452,,
Kepler-727 b,,0.226,5.15448442,,,,2016,Primary Transit,Kepler-727,-0.01,0.89,0.86,,,5441,,
Kepler-728 b,,0.298,5.74347727,,,,2016,Primary Transit,Kepler-728,-0.03,0.95,0.93,,,5660,,
Kepler-729 b,,0.319,3.16635371,,,,2016,Primary Transit,Kepler-729,-0.05,0.94,0.91,,,5633,,
Kepler-730 b,,0.822,6.49168426,,,,2016,Primary Transit,Kepler-730,0.07,1,1.01,,,5726,,
Kepler-731 b,,1.238,3.85560355,,,,2016,Primary Transit,Kepler-731,0.04,1.03,1.06,,,5849,,
Kepler-732 b,,0.194,9.46781405,,,,2016,Primary Transit,Kepler-732,-0.01,0.49,0.46,,,3631,,
Kepler-732 c,,0.113,0.89304124,,,,2016,Primary Transit,Kepler-732,-0.01,0.49,0.46,,,3631,,
Kepler-733 b,,0.252,20.83424726,,,,2016,Primary Transit,Kepler-733,0.01,0.9,0.86,,,5418,,
Kepler-734 b,,0.318,6.10485286,,,,2016,Primary Transit,Kepler-734,-0.17,0.85,0.78,,,5326,,
Kepler-735 b,,0.263,11.51516988,,,,2016,Primary Transit,Kepler-735,0.07,0.85,0.8,,,5107,,
Kepler-736 b,,0.261,3.60147201,,,,2016,Primary Transit,Kepler-736,0.03,0.86,0.81,,,5217,,
Kepler-737 b,,0.175,28.59915399,,,,2016,Primary Transit,Kepler-737,-0.24,0.51,0.48,,,3813,,
Kepler-738 b,,0.223,24.58721573,,,,2016,Primary Transit,Kepler-738,-0.09,0.86,0.82,,,5327,,
Kepler-739 b,,0.296,12.53248465,,,,2016,Primary Transit,Kepler-739,-0.08,0.93,0.9,,,5601,,
Kepler-74 b,0.68,1.32,7.340718,0.084,0.287,85.55,2012,Primary Transit,Kepler-74,0.34,1.4,1.51,F8V,2.9,6050,,
Kepler-740 b,,0.408,3.58410122,,,,2016,Primary Transit,Kepler-740,0.03,0.91,0.87,,,5438,,
Kepler-741 b,,0.265,7.03902374,,,,2016,Primary Transit,Kepler-741,0.07,1.16,1.24,,,6129,,
Kepler-742 b,,0.289,8.36086824,,,,2016,Primary Transit,Kepler-742,0.07,0.76,0.71,,,4642,,
Kepler-743 b,,0.108,3.17926292,,,,2016,Primary Transit,Kepler-743,0.01,0.94,0.85,,,5486,,
Kepler-744 b,,0.145,12.06222443,,,,2016,Primary Transit,Kepler-744,0,0.94,0.93,,,5594,,
Kepler-745 b,,0.193,9.93143556,,,,2016,Primary Transit,Kepler-745,0.06,1.04,1.04,,,5849,,
Kepler-746 b,,0.099,3.48159251,,,,2016,Primary Transit,Kepler-746,0.09,0.91,0.93,,,5418,,
Kepler-747 b,,0.47,35.61760587,,,,2016,Primary Transit,Kepler-747,-0.03,0.82,0.78,,,5096,,
Kepler-748 b,,0.225,7.40742793,,,,2016,Primary Transit,Kepler-748,0.08,1.07,1.1,,,5934,,
Kepler-749 b,,0.277,17.31716585,,,,2016,Primary Transit,Kepler-749,-0.11,0.79,0.75,,,5009,,
Kepler-75 b,9.9,1.03,8.884924,0.08,0.569,89.1,2013,Primary Transit,Kepler-75,-0.07,0.88,0.88,G8V,6,5330,,
Kepler-750 b,,0.274,9.42887179,,,,2016,Primary Transit,Kepler-750,0.03,1.15,1.23,,,6160,,
Kepler-750 c,,0.145,4.08899022,,,,2016,Primary Transit,Kepler-750,0.03,1.15,1.23,,,6160,,
Kepler-751 b,,0.219,17.44490636,,,,2016,Primary Transit,Kepler-751,-0.06,0.87,0.84,,,5387,,
Kepler-752 b,,0.251,18.82747265,,,,2016,Primary Transit,Kepler-752,-0.08,0.87,0.83,,,5373,,
Kepler-753 b,,0.17,5.74772501,,,,2016,Primary Transit,Kepler-753,-0.03,0.68,0.65,,,4346,,
Kepler-754 b,,0.179,14.5596237,,,,2016,Primary Transit,Kepler-754,0.05,1.06,1.08,,,5935,,
Kepler-755 b,,0.157,1.26909037,,,,2016,Primary Transit,Kepler-755,-0.01,0.82,0.77,,,5043,,
Kepler-755 c,,0.112,2.85313364,,,,2016,Primary Transit,Kepler-755,-0.01,0.82,0.77,,,5043,,
Kepler-756 b,,0.1,1.22486632,,,,2016,Primary Transit,Kepler-756,-0.19,0.82,0.79,,,5282,,
Kepler-757 b,,0.121,1.02267882,,,,2016,Primary Transit,Kepler-757,0.02,1.08,1.13,,,6014,,
Kepler-758 b,,0.221,12.1097104,,,,2016,Primary Transit,Kepler-758,-0.1,1.16,1.42,,,6228,,
Kepler-758 c,,0.151,4.75793986,,,,2016,Primary Transit,Kepler-758,-0.1,1.16,1.42,,,6228,,
Kepler-758 d,,0.189,20.4966197,,,,2016,Primary Transit,Kepler-758,-0.1,1.16,1.42,,,6228,,
Kepler-758 e,,0.136,8.1934719,,,,2016,Primary Transit,Kepler-758,-0.1,1.16,1.42,,,6228,,
Kepler-759 b,,0.203,41.805985,,,,2016,Primary Transit,Kepler-759,0.06,1.04,1.04,,,5860,,
Kepler-76 b,1.96,1.25,1.54492875,0.028,,78,2013,Primary Transit,Kepler-76,-0.1,1.2,1.12,,,6300,,
Kepler-760 b,,0.273,8.70419416,,,,2016,Primary Transit,Kepler-760,0.08,0.89,0.85,,,5322,,
Kepler-760 c,,0.132,2.46697439,,,,2016,Primary Transit,Kepler-760,0.08,0.89,0.85,,,5322,,
Kepler-761 b,,0.181,10.12804789,,,,2016,Primary Transit,Kepler-761,-0.09,0.95,0.93,,,5706,,
Kepler-762 b,,1.131,3.7705521,,,,2016,Primary Transit,Kepler-762,0.02,1.06,1.08,,,5944,,
Kepler-763 b,,0.109,1.19655156,,,,2016,Primary Transit,Kepler-763,0.01,0.84,0.8,,,5166,,
Kepler-764 b,,0.146,7.33683936,,,,2016,Primary Transit,Kepler-764,-0.06,0.92,0.89,,,5557,,
Kepler-765 b,,0.217,27.6655226,,,,2016,Primary Transit,Kepler-765,0.04,1.05,1.06,,,5901,,
Kepler-766 b,,0.302,6.10027804,,,,2016,Primary Transit,Kepler-766,0.09,1.1,1.15,,,5992,,
Kepler-767 b,,0.592,161.5280101,,,,2016,Primary Transit,Kepler-767,-0.05,0.96,0.94,,,5694,,
Kepler-768 b,,0.16,11.3910025,,,,2016,Primary Transit,Kepler-768,-0.03,0.82,0.78,,,5108,,
Kepler-769 b,,0.261,7.42608998,,,,2016,Primary Transit,Kepler-769,0.06,1.19,1.28,,,6186,,
Kepler-769 c,,0.16,15.9870174,,,,2016,Primary Transit,Kepler-769,0.06,1.19,1.28,,,6186,,
Kepler-77 b,0.43,0.96,3.5787087,0.04501,0,88,2013,Primary Transit,Kepler-77,0.2,0.95,0.99,G5V,7.5,5520,,
Kepler-770 b,,0.205,18.92540274,,,,2016,Primary Transit,Kepler-770,-0.01,0.94,0.92,,,5598,,
Kepler-770 c,,0.107,1.47532231,,,,2016,Primary Transit,Kepler-770,-0.01,0.94,0.92,,,5598,,
Kepler-770 d,,0.125,4.15244722,,,,2016,Primary Transit,Kepler-770,-0.01,0.94,0.92,,,5598,,
Kepler-771 b,,0.162,8.73485836,,,,2016,Primary Transit,Kepler-771,0.01,1.03,1.05,,,5906,,
Kepler-772 b,,0.162,12.99207337,,,,2016,Primary Transit,Kepler-772,0.03,0.98,1.11,,,5714,,
Kepler-773 b,,0.128,3.74910006,,,,2016,Primary Transit,Kepler-773,0.05,1.04,1.01,,,5850,,
Kepler-774 b,,0.283,11.0895723,,,,2016,Primary Transit,Kepler-774,0.04,1.57,2.42,,,6403,,
Kepler-775 b,,0.106,0.97486893,,,,2016,Primary Transit,Kepler-775,-0.04,0.92,0.84,,,5468,,
Kepler-776 b,,0.114,4.89718784,,,,2016,Primary Transit,Kepler-776,0.05,0.83,0.78,,,5071,,
Kepler-777 b,,0.131,5.72812599,,,,2016,Primary Transit,Kepler-777,-0.17,0.58,0.56,,,4043,,
Kepler-778 b,,0.15,3.75574426,,,,2016,Primary Transit,Kepler-778,-0.09,0.81,0.77,,,5102,,
Kepler-779 b,,0.082,7.09714223,,,,2016,Primary Transit,Kepler-779,-0.43,0.46,0.44,,,3804,,
Kepler-78 b,0.005317308,0.10705702,0.35500745,0.01,,79,2013,Primary Transit,Kepler-78,-0.14,0.81,0.74,G,,5089,,Yes
Kepler-780 b,,0.079,0.67737516,,,,2016,Primary Transit,Kepler-780,0.05,1.01,1.02,,,5769,,
Kepler-781 b,,0.258,13.2140732,,,,2016,Primary Transit,Kepler-781,-0.1,0.81,0.78,,,5162,,
Kepler-782 b,,0.286,158.6853308,,,,2016,Primary Transit,Kepler-782,-0.14,0.98,1.01,,,5867,,
Kepler-783 b,,0.07,4.29264638,,,,2016,Primary Transit,Kepler-783,0.01,0.93,0.89,,,5521,,
Kepler-784 b,,0.141,31.5922646,,,,2016,Primary Transit,Kepler-784,0.07,1,1.32,,,5674,,
Kepler-785 b,,1.162,1.97376093,,,,2016,Primary Transit,Kepler-785,-0.02,0.77,0.71,,,4739,,
Kepler-786 b,,0.217,53.5293487,,,,2016,Primary Transit,Kepler-786,0.09,0.81,0.74,,,4838,,
Kepler-787 b,,0.114,0.9283105,,,,2016,Primary Transit,Kepler-787,-0.09,0.65,0.62,,,4248,,
Kepler-788 b,,0.227,8.39846269,,,,2016,Primary Transit,Kepler-788,0.05,1.16,1.23,,,6159,,
Kepler-789 b,,0.189,8.63847725,,,,2016,Primary Transit,Kepler-789,-0.06,1.01,1.02,,,5870,,
Kepler-79 b,0.034285,0.309568,13.4845,0.117,0.015,88.78,2013,Primary Transit,Kepler-79,,1.165,1.302,,3.44,6174,,
Kepler-79 c,0.018558,0.332,27.4029,0.187,0.03,89.48,2013,Primary Transit,Kepler-79,,1.165,1.302,,3.44,6174,,
Kepler-79 d,0.018872,0.64,52.0902,0.287,0.025,89.93,2013,Primary Transit,Kepler-79,,1.165,1.302,,3.44,6174,,
Kepler-79 e,0.0129,0.312,81.0659,0.386,0.012,89.13,2013,Primary Transit,Kepler-79,,1.165,1.302,,3.44,6174,,
Kepler-790 b,,0.194,13.73469807,,,,2016,Primary Transit,Kepler-790,-0.05,0.84,0.8,,,5208,,
Kepler-791 b,,0.272,14.5539759,,,,2016,Primary Transit,Kepler-791,0.06,1.3,1.47,,,6383,,
Kepler-792 b,,0.175,11.30119217,,,,2016,Primary Transit,Kepler-792,0.08,1.09,1.12,,,5971,,
Kepler-793 b,,0.122,4.24153639,,,,2016,Primary Transit,Kepler-793,0,0.98,0.97,,,5745,,
Kepler-794 b,,0.188,11.13125132,,,,2016,Primary Transit,Kepler-794,0.34,1.19,1.38,,,5839,,
Kepler-795 b,,0.15,29.6193421,,,,2016,Primary Transit,Kepler-795,-0.02,0.94,0.96,,,5631,,
Kepler-796 b,,0.116,6.40087618,,,,2016,Primary Transit,Kepler-796,0.09,0.93,1.09,,,5475,,
Kepler-797 b,,0.194,27.07237711,,,,2016,Primary Transit,Kepler-797,-0.02,0.96,0.95,,,5680,,
Kepler-798 b,,0.213,13.71933369,,,,2016,Primary Transit,Kepler-798,0.03,1.19,1.29,,,6224,,
Kepler-799 b,,0.614,133.4605235,,,,2016,Primary Transit,Kepler-799,-0.07,0.95,0.93,,,5681,,
Kepler-8 b,0.603,1.419,3.52254,0.0483,0,84.07,2010,Primary Transit,Kepler-8,-0.055,1.213,1.486,,3.84,6213,,
Kepler-80 b,0.0218,0.21,7.05,,,,2012,Primary Transit,Kepler-80,-0.56,,0.738,,,4250,,
Kepler-80 c,0.0212,0.23,9.52,,,,2012,Primary Transit,Kepler-80,-0.56,,0.738,,,4250,,
Kepler-80 d,0.0212,0.125,3.07,,,,2012,Primary Transit,Kepler-80,-0.56,,0.738,,,4250,,
Kepler-80 e,0.013,0.134,4.64,,,,2012,Primary Transit,Kepler-80,-0.56,,0.738,,,4250,,
Kepler-80 f,,0.116,0.99,,,,2012,Primary Transit,Kepler-80,-0.56,,0.738,,,4250,,
Kepler-800 b,,0.254,14.13176026,,,,2016,Primary Transit,Kepler-800,-0.09,0.85,0.82,,,5315,,
Kepler-801 b,,0.178,11.41928253,,,,2016,Primary Transit,Kepler-801,-0.17,0.67,0.63,,,4435,,
Kepler-802 b,,0.316,40.0587473,,,,2016,Primary Transit,Kepler-802,0.06,0.93,0.9,,,5507,,
Kepler-803 b,,0.338,50.28638192,,,,2016,Primary Transit,Kepler-803,0.02,1.05,1.12,,,5919,,
Kepler-804 b,,0.173,14.37457351,,,,2016,Primary Transit,Kepler-804,0,1.01,1.05,,,5817,,
Kepler-804 c,,0.102,9.65185017,,,,2016,Primary Transit,Kepler-804,0,1.01,1.05,,,5817,,
Kepler-805 b,,0.258,30.8638931,,,,2016,Primary Transit,Kepler-805,-0.06,1.19,1.65,,,6112,,
Kepler-806 b,,0.102,8.09219642,,,,2016,Primary Transit,Kepler-806,0,0.99,1.16,,,5770,,
Kepler-807 b,,0.93,117.9310878,,,,2016,Primary Transit,Kepler-807,-0.04,1.04,1.06,,,5965,,
Kepler-808 b,,0.13,0.63133235,,,,2016,Primary Transit,Kepler-808,0.05,0.76,0.71,,,4653,,
Kepler-809 b,,0.269,55.63934,,,,2016,Primary Transit,Kepler-809,0.04,0.99,0.98,,,5734,,
Kepler-81 b,,0.2269,5.954893,0.056,0,85.94,2013,Primary Transit,Kepler-81,-0.2,0.648,0.578,,,4391,,
Kepler-81 c,,0.2188,12.039901,0.089,0,87.66,2013,Primary Transit,Kepler-81,-0.2,0.648,0.578,,,4391,,
Kepler-81 d,,0.108,20.837846,0.128,,,2014,Primary Transit,Kepler-81,-0.2,0.648,0.578,,,4391,,
Kepler-810 b,,0.172,4.59725385,,,,2016,Primary Transit,Kepler-810,0.1,1.03,1.04,,,5803,,
Kepler-811 b,,0.241,23.58447697,,,,2016,Primary Transit,Kepler-811,0.05,1.01,1.24,,,5747,,
Kepler-812 b,,0.317,10.11716531,,,,2016,Primary Transit,Kepler-812,0.02,1.45,1.71,,,6761,,
Kepler-813 b,,0.191,19.12947337,,,,2016,Primary Transit,Kepler-813,-0.13,0.95,0.93,,,5743,,
Kepler-814 b,,0.189,6.1469851,,,,2016,Primary Transit,Kepler-814,0.01,1.15,1.22,,,6162,,
Kepler-815 b,,0.367,8.57503552,,,,2016,Primary Transit,Kepler-815,-0.03,1.25,3.42,,,5028,,
Kepler-816 b,,0.914,10.50682565,,,,2016,Primary Transit,Kepler-816,0.16,0.9,0.85,,,5286,,
Kepler-817 b,,0.806,3.99010623,,,,2016,Primary Transit,Kepler-817,0.02,1.03,1.03,,,5861,,
Kepler-818 b,,0.456,10.03538581,,,,2016,Primary Transit,Kepler-818,-0.08,0.94,0.92,,,5638,,
Kepler-819 b,,0.246,33.1995648,,,,2016,Primary Transit,Kepler-819,-0.06,0.86,0.81,,,5279,,
Kepler-82 b,,0.367,26.443794,0.169,0,89.38,2011,Primary Transit,Kepler-82,0.15,0.85,0.945,,,5428,,
Kepler-82 c,,0.503,51.531855,0.264,0,89.95,2011,Primary Transit,Kepler-82,0.15,0.85,0.945,,,5428,,
Kepler-82 d,,0.158,2.382961,0.034,,,2011,Primary Transit,Kepler-82,0.15,0.85,0.945,,,5428,,
Kepler-82 e,,0.22,5.902206,0.063,,,2011,Primary Transit,Kepler-82,0.15,0.85,0.945,,,5428,,
Kepler-820 b,,0.543,127.8338098,,,,2016,Primary Transit,Kepler-820,0.09,1.23,1.36,,,6260,,
Kepler-821 b,,0.117,1.92279873,,,,2016,Primary Transit,Kepler-821,-0.03,0.84,0.8,,,5191,,
Kepler-822 b,,0.158,3.22296927,,,,2016,Primary Transit,Kepler-822,0.04,1.06,1.08,,,5928,,
Kepler-823 b,,0.14,4.16809082,,,,2016,Primary Transit,Kepler-823,0.06,0.98,0.96,,,5643,,
Kepler-824 b,,0.167,4.51436633,,,,2016,Primary Transit,Kepler-824,0.14,1.15,1.22,,,6035,,
Kepler-825 b,,0.136,3.77360059,,,,2016,Primary Transit,Kepler-825,-0.08,1.03,1.08,,,5976,,
Kepler-825 c,,0.164,8.1818246,,,,2016,Primary Transit,Kepler-825,-0.08,1.03,1.08,,,5976,,
Kepler-826 b,,0.112,4.48758907,,,,2016,Primary Transit,Kepler-826,-0.12,1.05,1.15,,,6079,,
Kepler-827 b,,0.502,51.92927591,,,,2016,Primary Transit,Kepler-827,-0.06,0.93,0.91,,,5602,,
Kepler-828 b,,0.135,0.56785714,,,,2016,Primary Transit,Kepler-828,-0.02,0.81,0.77,,,5039,,
Kepler-829 b,,0.188,6.88337562,,,,2016,Primary Transit,Kepler-829,0.03,0.98,0.97,,,5698,,
Kepler-83 b,,0.209,9.770513,0.078,0,88.24,2013,Primary Transit,Kepler-83,-0.2,0.664,0.539,,,4164,,
Kepler-83 c,,0.1733,20.08976,0.126,0,88.81,2013,Primary Transit,Kepler-83,-0.2,0.664,0.539,,,4164,,
Kepler-83 d,,0.173,5.169796,0.051,,,2014,Primary Transit,Kepler-83,-0.2,0.664,0.539,,,4164,,
Kepler-830 b,,0.152,11.29695137,,,,2016,Primary Transit,Kepler-830,-0.02,1.07,1.11,,,6037,,
Kepler-831 b,,0.113,5.62153941,,,,2016,Primary Transit,Kepler-831,0.02,0.99,0.97,,,5732,,
Kepler-832 b,,0.184,7.1396941,,,,2016,Primary Transit,Kepler-832,-0.08,0.92,0.9,,,5596,,
Kepler-833 b,,0.18,18.7546998,,,,2016,Primary Transit,Kepler-833,-0.18,0.64,0.62,,,4339,,
Kepler-834 b,,0.18,13.32388301,,,,2016,Primary Transit,Kepler-834,-0.13,0.7,0.66,,,4554,,
Kepler-835 b,,0.249,11.41909375,,,,2016,Primary Transit,Kepler-835,0.08,1.08,1.11,,,5954,,
Kepler-836 b,,0.244,11.36112327,,,,2016,Primary Transit,Kepler-836,-0.01,1.03,1.04,,,5895,,
Kepler-837 b,,0.228,16.56059504,,,,2016,Primary Transit,Kepler-837,-0.18,0.85,0.81,,,5403,,
Kepler-838 b,,0.244,15.74957994,,,,2016,Primary Transit,Kepler-838,-0.06,0.98,0.96,,,5770,,
Kepler-839 b,,0.229,37.8144514,,,,2016,Primary Transit,Kepler-839,0.29,1.22,1.31,,,6058,,
Kepler-84 b,,0.1965,8.725854,0.083,0,88.24,2013,Primary Transit,Kepler-84,-0.2,1.022,1.035,,,6015,,
Kepler-84 c,,0.2144,12.882525,0.108,0,88.24,2013,Primary Transit,Kepler-84,-0.2,1.022,1.035,,,6015,,
Kepler-84 d,,0.123,4.224537,0.052,,,2014,Primary Transit,Kepler-84,-0.2,1.022,1.035,,,6015,,
Kepler-84 e,,0.232,27.434389,0.181,,,2014,Primary Transit,Kepler-84,-0.2,1.022,1.035,,,6015,,
Kepler-84 f,,0.196,44.552169,0.25,,,2014,Primary Transit,Kepler-84,-0.2,1.022,1.035,,,6015,,
Kepler-840 b,,1.523,2.49577962,,,,2016,Primary Transit,Kepler-840,0,1.04,1.06,,,5920,,
Kepler-841 b,,0.467,124.4198398,,,,2016,Primary Transit,Kepler-841,-0.09,0.85,0.81,,,5324,,
Kepler-842 b,,0.143,1.21956827,,,,2016,Primary Transit,Kepler-842,-0.02,0.78,0.73,,,4848,,
Kepler-843 b,,0.231,2.05387982,,,,2016,Primary Transit,Kepler-843,0.05,1.02,1.03,,,5830,,
Kepler-844 b,,0.15,2.61302086,,,,2016,Primary Transit,Kepler-844,-0.24,0.59,0.57,,,4128,,
Kepler-845 b,,0.182,0.92785982,,,,2016,Primary Transit,Kepler-845,0.01,0.79,0.75,,,4913,,
Kepler-846 b,,0.221,19.80792185,,,,2016,Primary Transit,Kepler-846,0,0.94,0.91,,,5579,,
Kepler-847 b,,0.105,2.3432319,,,,2016,Primary Transit,Kepler-847,0.15,0.83,0.77,,,4940,,
Kepler-848 b,,0.152,6.91134416,,,,2016,Primary Transit,Kepler-848,0.15,1.01,1.2,,,5695,,
Kepler-849 b,,0.637,394.6244904,,,,2016,Primary Transit,Kepler-849,0.12,1.23,1.64,,,6059,,
Kepler-85 b,0.0465,0.178,8.305992,0.07891,,,2013,Primary Transit,Kepler-85,,0.95,0.84,,,5666,,
Kepler-85 c,0.059,0.197,12.51217,0.10369,,,2013,Primary Transit,Kepler-85,,0.95,0.84,,,5666,,
Kepler-85 d,,0.107,17.91323,0.13,,,2014,Primary Transit,Kepler-85,,0.95,0.84,,,5666,,
Kepler-85 e,,0.113,25.216751,0.163,,,2014,Primary Transit,Kepler-85,,0.95,0.84,,,5666,,
Kepler-850 b,,0.159,7.19303878,,,,2016,Primary Transit,Kepler-850,0.03,1.06,1.09,,,5932,,
