,# NAME,Metodo,No de planetas,Periodo (dias),Semi eje (ua),Excen,inclination,mass (Mjup),B5,Radio tierra,Radio (Rjup),B7,Densidad pl gr/cm^3,A├▒o,Teff,Masa estr (Msol),Radio (Rsol),Tipo espectral,Densidad estr (gr/cm^3),Metalicidad,Raz├│n de metalicidad,Edad (gyr),Unnamed: 25
3148,KEPLER-889 B,Primary Transit,,3.744439,,,,,,,0.097,,,2016,5961,1.14,1.25,,,0.19,,,
3149,KEPLER-89 B,Primary Transit,,3.7432451,0.05,,,0.033,,,0.153,,,2012,6116,1.25,1.656,,,-0.01,,3.9,
3150,KEPLER-89 C,Primary Transit,,10.423707,0.099,,,0.049,,,0.386,,,2012,6116,1.25,1.656,,,-0.01,,3.9,
3151,KEPLER-89 D,Primary Transit,,22.3430004,0.165,,,0.164,,,0.98,,,2012,6116,1.25,1.656,,,-0.01,,3.9,
3152,KEPLER-89 E,Primary Transit,,54.319931,0.298,,,0.041,,,0.55,,,2012,6116,1.25,1.656,,,-0.01,,3.9,
3153,KEPLER-890 B,Primary Transit,,52.75875577,,,,,,,0.793,,,2016,5954,1.09,1.13,,,0.09,,,
3154,KEPLER-891 B,Primary Transit,,53.44945593,,,,,,,0.572,,,2016,5887,1.06,1.07,,,0.09,,,
3155,KEPLER-892 B,Primary Transit,,13.7521072,,,,,,,0.251,,,2016,4747,0.75,0.72,,,-0.04,,,
3156,KEPLER-893 B,Primary Transit,,6.33855761,,,,,,,0.27,,,2016,5820,1,0.99,,,-0.03,,,
3157,KEPLER-894 B,Primary Transit,,9.803224,,,,,,,0.248,,,2016,5603,0.87,0.85,,,-0.25,,,
3158,KEPLER-895 B,Primary Transit,,2.80624233,,,,,,,0.137,,,2016,4315,0.65,0.61,,,-0.16,,,
3159,KEPLER-896 B,Primary Transit,,144.547396,,,,,,,0.226,,,2016,5262,0.84,0.81,,,-0.1,,,
3160,KEPLER-897 B,Primary Transit,,8.0472642,,,,,,,0.213,,,2016,5839,1.03,1.04,,,0.04,,,
3161,KEPLER-898 B,Primary Transit,,5.8706191,,,,,,,0.133,,,2016,4223,0.65,0.62,,,-0.06,,,
3162,KEPLER-899 B,Primary Transit,,19.17891293,,,,,,,0.239,,,2016,5595,0.93,0.91,,,-0.06,,,
3163,KEPLER-9 B,Primary Transit,,19.22418,0.143,0.0626,87.1,0.141899758,,,0.990277438,,,2010,5722,1,1.1,,,0.17,,3,
3164,KEPLER-9 C,Primary Transit,,39.03106,0.229,0.0684,87.2,0.097536419,,,0.954591765,,,2010,5722,1,1.1,,,0.17,,3,
3165,KEPLER-9 D,Primary Transit,,1.592851,0.0273,,,0.016518264,,,0.178428367,,,2010,5722,1,1.1,,,0.17,,3,
3166,KEPLER-90 B,Primary Transit,,7.008151,0.074,,89.4,,,,0.117,,,2013,5930,1.13,1.2,,,-0.17,,,
3167,KEPLER-90 C,Primary Transit,,8.719375,0.089,,89.68,,,,0.106,,,2013,5930,1.13,1.2,,,-0.17,,,
3168,KEPLER-90 D,Primary Transit,,59.73667,0.32,,89.71,,,,0.257,,,2013,5930,1.13,1.2,,,-0.17,,,
3169,KEPLER-90 E,Primary Transit,,91.93913,0.42,,89.79,,,,0.238,,,2013,5930,1.13,1.2,,,-0.17,,,
3170,KEPLER-90 F,Primary Transit,,124.9144,0.48,0.01,89.77,,,,0.258,,,2013,5930,1.13,1.2,,,-0.17,,,
3171,KEPLER-90 G,Primary Transit,,210.60697,0.71,,89.8,,,,0.725,,,2013,5930,1.13,1.2,,,-0.17,,,
3172,KEPLER-90 H,Primary Transit,,331.60059,1.01,,89.6,,,,1.01,,,2013,5930,1.13,1.2,,,-0.17,,,
3173,KEPLER-900 B,Primary Transit,,6.9913086,,,,,,,0.186,,,2016,4836,0.78,0.73,,,-0.01,,,
3174,KEPLER-901 B,Primary Transit,,3.51749439,,,,,,,0.122,,,2016,4184,0.59,0.57,,,-0.3,,,
3175,KEPLER-902 B,Primary Transit,,40.1099547,,,,,,,0.227,,,2016,5647,0.95,0.93,,,0,,,
3176,KEPLER-903 B,Primary Transit,,10.3507721,,,,,,,0.179,,,2016,5682,0.98,0.97,,,0.05,,,
3177,KEPLER-903 C,Primary Transit,,62.9228557,,,,,,,0.226,,,2016,5682,0.98,0.97,,,0.05,,,
3178,KEPLER-904 B,Primary Transit,,3.02166863,,,,,,,0.158,,,2016,6160,1.16,1.25,,,0.05,,,
3179,KEPLER-905 B,Primary Transit,,5.08274652,,,,,,,0.126,,,2016,5461,0.95,0.86,,,0.09,,,
3180,KEPLER-906 B,Primary Transit,,41.6979976,,,,,,,0.188,,,2016,6035,1.06,1.02,,,-0.09,,,
3181,KEPLER-907 B,Primary Transit,,15.86621821,,,,,,,0.107,,,2016,6106,1.08,1.38,,,-0.15,,,
3182,KEPLER-908 B,Primary Transit,,1.34059747,,,,,,,0.109,,,2016,5973,1.11,1.12,,,0.15,,,
3183,KEPLER-909 B,Primary Transit,,13.93290318,,,,,,,0.131,,,2016,6154,1.17,1.23,,,0.08,,,
3184,KEPLER-91 B,Primary Transit,,6.24658,0.072,0.066,68.5,0.73,,,1.384,,,2013,4550,1.31,6.3,,,0.11,,4.86,
3185,KEPLER-910 B,Primary Transit,,2.36436901,,,,,,,0.073,,,2016,6230,1.26,1.5,,,0.12,,,
3186,KEPLER-911 B,Primary Transit,,20.310501,,,,,,,0.232,,,2016,6112,1.34,1.99,,,0.03,,,
3187,KEPLER-912 B,Primary Transit,,2.53475627,,,,,,,0.25,,,2016,5998,1.07,1.11,,,0.02,,,
3188,KEPLER-913 B,Primary Transit,,10.29672521,,,,,,,0.184,,,2016,4687,0.63,0.61,,,-0.52,,,
3189,KEPLER-914 B,Primary Transit,,4.40966548,,,,,,,0.123,,,2016,5877,1.1,1.15,,,0.22,,,
3190,KEPLER-915 B,Primary Transit,,4.59489604,,,,,,,0.134,,,2016,6173,1.21,1.38,,,0.08,,,
3191,KEPLER-916 B,Primary Transit,,32.2968798,,,,,,,0.157,,,2016,5248,0.85,0.81,,,-0.05,,,
3192,KEPLER-917 B,Primary Transit,,2.97041437,,,,,,,0.17,,,2016,5418,0.8,0.76,,,-0.38,,,
3193,KEPLER-918 B,Primary Transit,,4.85386933,,,,,,,0.155,,,2016,6028,1.11,1.14,,,0.06,,,
3194,KEPLER-919 B,Primary Transit,,11.04603384,,,,,,,0.201,,,2016,6113,1.15,1.21,,,0.07,,,
3195,KEPLER-92 B,Primary Transit,,13.748933,,0.17,,0.189,,,0.326,,,2013,5871,1.209,1.716,,,0.17,,5.52,
3196,KEPLER-92 C,Primary Transit,,26.72311,,0.04,,0.0179,,,0.219,,,2013,5871,1.209,1.716,,,0.17,,5.52,
3197,KEPLER-92 D,Primary Transit,,49.3568,,0.07,,,,,0.1844,,,2015,5871,1.209,1.716,,,0.17,,5.52,
3198,KEPLER-920 B,Primary Transit,,6.53192704,,,,,,,0.216,,,2016,5403,0.89,0.85,,,0,,,
3199,KEPLER-920 C,Primary Transit,,100.8274113,,,,,,,0.339,,,2016,5403,0.89,0.85,,,0,,,
3200,KEPLER-921 B,Primary Transit,,51.300634,,,,,,,0.256,,,2016,5663,0.93,0.91,,,-0.12,,,
3201,KEPLER-922 B,Primary Transit,,0.93846683,,,,,,,0.127,,,2016,5671,0.95,0.93,,,-0.05,,,
3202,KEPLER-923 B,Primary Transit,,6.93366476,,,,,,,0.123,,,2016,5988,1.11,1.26,,,0.07,,,
3203,KEPLER-924 B,Primary Transit,,61.0370117,,,,,,,0.274,,,2016,6167,1.14,1.23,,,0.01,,,
3204,KEPLER-925 B,Primary Transit,,33.8678531,,,,,,,0.209,,,2016,4673,0.77,0.72,,,0.12,,,
3205,KEPLER-926 B,Primary Transit,,52.0688601,,,,,,,0.206,,,2016,5806,1.01,1.01,,,0.03,,,
3206,KEPLER-927 B,Primary Transit,,9.1149903,,,,,,,0.153,,,2016,5743,0.99,0.99,,,0.03,,,
3207,KEPLER-928 B,Primary Transit,,3.9324613,,,,,,,0.142,,,2016,4700,0.73,0.7,,,-0.11,,,
3208,KEPLER-929 B,Primary Transit,,0.92103214,,,,,,,0.099,,,2016,5869,1.01,1.02,,,-0.04,,,
3209,KEPLER-93 B,Primary Transit,,4.72673978,0.053,,89.49,0.0126,,,0.132304634,,,2014,5669,0.911,0.919,,,-0.18,,6.6,
3210,KEPLER-930 B,Primary Transit,,71.4517775,,,,,,,0.19,,,2016,6335,1.25,1.4,,,0.04,,,
3211,KEPLER-931 B,Primary Transit,,8.03755877,,,,,,,0.119,,,2016,5241,0.86,0.81,,,-0.01,,,
3212,KEPLER-932 B,Primary Transit,,1.9214374,,,,,,,0.122,,,2016,5331,0.87,0.84,,,-0.01,,,
3213,KEPLER-933 B,Primary Transit,,14.20443009,,,,,,,0.219,,,2016,5346,0.87,0.84,,,-0.02,,,
3214,KEPLER-934 B,Primary Transit,,55.6738309,,,,,,,0.186,,,2016,5001,0.81,0.77,,,0.01,,,
3215,KEPLER-935 B,Primary Transit,,4.88083852,,,,,,,0.12,,,2016,4830,0.78,0.73,,,-0.01,,,
3216,KEPLER-936 B,Primary Transit,,10.56134221,,,,,,,0.129,,,2016,5482,0.92,0.89,,,0.05,,,
3217,KEPLER-937 B,Primary Transit,,67.668827,,,,,,,0.332,,,2016,6095,1.15,1.22,,,0.08,,,
3218,KEPLER-937 C,Primary Transit,,153.343364,,,,,,,0.238,,,2016,6095,1.15,1.22,,,0.08,,,
3219,KEPLER-938 B,Primary Transit,,52.6298417,,,,,,,0.198,,,2016,5533,0.92,0.89,,,-0.03,,,
3220,KEPLER-939 B,Primary Transit,,14.878296,,,,,,,0.156,,,2016,5471,0.88,0.85,,,-0.12,,,
3221,KEPLER-94 B,Primary Transit,,2.50806,,,,0.03411,,,0.313,,,2014,4781,0.81,0.76,,,0.34,,1.41,
3222,KEPLER-94 C,Radial Velocity,,820,,,,9.836,,,,,,2014,4781,0.81,0.76,,,0.34,,1.41,
3223,KEPLER-940 B,Primary Transit,,59.6225257,,,,,,,0.298,,,2016,5769,0.97,0.96,,,-0.08,,,
3224,KEPLER-941 B,Primary Transit,,17.42395198,,,,,,,0.275,,,2016,5539,0.89,0.86,,,-0.15,,,
3225,KEPLER-942 B,Primary Transit,,44.96417488,,,,,,,0.19,,,2016,4861,0.81,0.75,,,0.09,,,
3226,KEPLER-944 B,Primary Transit,,43.3167737,,,,,,,0.235,,,2016,5409,0.86,0.83,,,-0.11,,,
3227,KEPLER-945 B,Primary Transit,,31.0033814,,,,,,,0.235,,,2016,5718,0.97,0.97,,,-0.01,,,
3228,KEPLER-946 B,Primary Transit,,11.79162572,,,,,,,0.172,,,2016,5665,0.94,0.93,,,-0.09,,,
3229,KEPLER-947 B,Primary Transit,,26.9644317,,,,,,,0.203,,,2016,5508,0.9,0.87,,,-0.07,,,
3230,KEPLER-948 B,Primary Transit,,7.76846622,,,,,,,0.165,,,2016,5679,0.96,0.94,,,-0.02,,,
3231,KEPLER-949 B,Primary Transit,,8.6893073,,,,,,,0.26,,,2016,5403,0.89,0.86,,,0.01,,,
3232,KEPLER-95 B,Primary Transit,,11.5231,,,,0.041,,,0.305,,,2014,5699,1.08,1.41,,,0.3,,5.63,
3233,KEPLER-950 B,Primary Transit,,98.7180406,,,,,,,0.801,,,2016,5857,1.02,1.02,,,0.02,,,
3234,KEPLER-951 B,Primary Transit,,71.52530845,,,,,,,0.499,,,2016,4834,0.77,0.73,,,-0.01,,,
3235,KEPLER-952 B,Primary Transit,,130.3546919,,,,,,,0.682,,,2016,5730,1,0.99,,,0.06,,,
3236,KEPLER-953 B,Primary Transit,,88.4075,0.19757,,89.53,,,,0.315,,,2012,5114,0.94,0.822,,,0.015,,,
3237,KEPLER-953 C,Primary Transit,,9.10967112,,,,,,,0.106,,,2016,5114,0.94,0.822,,,0.015,,,
3238,KEPLER-954 B,Primary Transit,,16.78176602,,,,,,,0.207,,,2016,4990,0.82,0.76,,,0.02,,,
3239,KEPLER-955 B,Primary Transit,,14.53244172,,,,,,,0.279,,,2016,5350,0.89,0.84,,,0.02,,,
3240,KEPLER-956 B,Primary Transit,,5.24867263,,,,,,,0.268,,,2016,6040,1.1,1.15,,,0.02,,,
3241,KEPLER-957 B,Primary Transit,,5.90741354,,,,,,,0.491,,,2016,4963,0.81,0.75,,,-0.01,,,
3242,KEPLER-958 B,Primary Transit,,9.7678805,,,,,,,0.184,,,2016,5421,0.91,0.86,,,0.01,,,
3243,KEPLER-959 B,Primary Transit,,14.80074836,,,,,,,0.391,,,2016,7005,1.6,2.01,,,0.02,,,
3244,KEPLER-96 B,Primary Transit,,16.2385,,,,0.027,,,0.238,,,2014,5690,1,1.02,,,0.04,,2.34,
3245,KEPLER-960 B,Primary Transit,,3.12686223,,,,,,,0.204,,,2016,4755,0.77,0.72,,,0.02,,,
3246,KEPLER-961 B,Primary Transit,,16.87727414,,,,,,,0.227,,,2016,5582,0.96,0.9,,,0.05,,,
3247,KEPLER-962 B,Primary Transit,,12.05707239,,,,,,,0.176,,,2016,5478,0.93,0.86,,,0.01,,,
3248,KEPLER-963 B,Primary Transit,,9.97683705,,,,,,,0.237,,,2016,5461,0.91,0.87,,,-0.02,,,
3249,KEPLER-964 B,Primary Transit,,13.5225106,,,,,,,0.189,,,2016,5427,0.93,0.84,,,0.03,,,
3250,KEPLER-965 B,Primary Transit,,134.2527298,,,,,,,0.302,,,2016,5886,1.05,1.15,,,0.03,,,
3251,KEPLER-966 B,Primary Transit,,99.747622,,,,,,,0.368,,,2016,5840,1.02,1.02,,,0.04,,,
3252,KEPLER-967 B,Primary Transit,,13.22713379,,,,,,,0.21,,,2016,5178,0.84,0.8,,,-0.03,,,
3253,KEPLER-967 C,Primary Transit,,198.7112502,,,,,,,0.326,,,2016,5178,0.84,0.8,,,-0.03,,,
3254,KEPLER-968 B,Primary Transit,,3.69298373,,,,,,,0.178,,,2016,4598,0.76,0.7,,,0.13,,,
3255,KEPLER-968 C,Primary Transit,,5.70940492,,,,,,,0.151,,,2016,4598,0.76,0.7,,,0.13,,,
3256,KEPLER-969 B,Primary Transit,,34.1731714,,,,,,,0.185,,,2016,5214,0.92,0.82,,,0.22,,,
3257,KEPLER-969 C,Primary Transit,,1.6829346,,,,,,,0.088,,,2016,5214,0.92,0.82,,,0.22,,,
3258,KEPLER-970 B,Primary Transit,,16.73652231,,,,,,,0.247,,,2016,4511,0.7,0.67,,,-0.08,,,
3259,KEPLER-971 B,Primary Transit,,9.59070716,,,,,,,0.19,,,2016,5431,0.88,0.85,,,-0.06,,,
3260,KEPLER-972 B,Primary Transit,,7.03932553,,,,,,,0.415,,,2016,6146,1.15,1.22,,,0.04,,,
3261,KEPLER-973 B,Primary Transit,,49.6077331,,,,,,,0.175,,,2016,5213,0.86,0.78,,,-0.06,,,
3262,KEPLER-974 B,Primary Transit,,4.19449651,,,,,,,0.14,,,2016,3687,0.52,0.5,,,0.07,,,
3263,KEPLER-975 B,Primary Transit,,1.97034246,,,,,,,0.132,,,2016,4897,0.8,0.75,,,0.07,,,
3264,KEPLER-976 B,Primary Transit,,105.9564148,,,,,,,0.353,,,2016,5232,0.87,0.83,,,0.07,,,
3265,KEPLER-977 B,Primary Transit,,26.85328322,,,,,,,0.234,,,2016,5315,0.87,0.83,,,-0.01,,,
3266,KEPLER-978 B,Primary Transit,,49.6221509,,,,,,,0.267,,,2016,6002,1.07,1.09,,,-0.01,,,
3267,KEPLER-979 B,Primary Transit,,8.0880135,,,,,,,0.243,,,2016,5310,0.87,0.83,,,-0.02,,,
3268,KEPLER-980 B,Primary Transit,,11.55102504,,,,,,,0.238,,,2016,5935,1.05,1.06,,,0.01,,,
3269,KEPLER-981 B,Primary Transit,,4.46975774,,,,,,,0.206,,,2016,5718,0.98,0.96,,,0.01,,,
3270,KEPLER-982 B,Primary Transit,,15.7738221,,,,,,,0.201,,,2016,6139,1.16,1.29,,,0.05,,,
3271,KEPLER-983 B,Primary Transit,,60.0855082,,,,,,,0.211,,,2016,6052,1.13,1.08,,,0.12,,,
3272,KEPLER-984 B,Primary Transit,,43.0342272,,,,,,,0.189,,,2016,5610,0.96,0.93,,,0.04,,,
3273,KEPLER-985 B,Primary Transit,,116.331901,,,,,,,0.266,,,2016,5434,0.91,0.85,,,0,,,
3274,KEPLER-986 B,Primary Transit,,56.4349938,,,,,,,0.211,,,2016,5642,0.96,0.98,,,0.04,,,
3275,KEPLER-987 B,Primary Transit,,105.3033148,,,,,,,0.291,,,2016,5637,0.97,0.91,,,0.01,,,
3276,KEPLER-988 B,Primary Transit,,17.76080053,,,,,,,0.185,,,2016,4005,0.55,0.53,,,-0.32,,,
3277,KEPLER-989 B,Primary Transit,,7.96431535,,,,,,,0.197,,,2016,5074,0.82,0.78,,,0.01,,,
3278,KEPLER-990 B,Primary Transit,,9.91723428,,,,,,,0.232,,,2016,5948,1.05,1.08,,,0.01,,,
3279,KEPLER-990 C,Primary Transit,,0.53835431,,,,,,,0.136,,,2016,5948,1.05,1.08,,,0.01,,,
3280,KEPLER-991 B,Primary Transit,,82.5342519,,,,,,,0.227,,,2016,4392,0.64,0.61,,,-0.25,,,
3281,KEPLER-992 B,Primary Transit,,20.16034462,,,,,,,0.145,,,2016,4944,0.8,0.74,,,-0.04,,,
3282,KEPLER-993 B,Primary Transit,,22.08557563,,,,,,,0.265,,,2016,3843,0.57,0.54,,,0.03,,,
3283,KEPLER-994 B,Primary Transit,,1.15116651,,,,,,,0.143,,,2016,3934,0.56,0.54,,,-0.13,,,
3284,KEPLER-995 B,Primary Transit,,28.26731672,,,,,,,0.241,,,2016,5206,0.83,0.8,,,-0.07,,,
3285,KEPLER-996 B,Primary Transit,,3.77059058,,,,,,,0.177,,,2016,6014,1.09,1.14,,,0.03,,,
3286,KEPLER-997 B,Primary Transit,,2.70730672,,,,,,,0.121,,,2016,6150,1.22,1.56,,,0.05,,,
3287,KEPLER-998 B,Primary Transit,,5.65377733,,,,,,,0.207,,,2016,6058,1.12,1.18,,,0.07,,,
3288,KEPLER-999 B,Primary Transit,,5.99185702,,,,,,,0.209,,,2016,6237,1.29,1.65,,,0.05,,,
3289,L2 PUP B,Imaging,,,2,,,12,,,,,,2016,3500,0.659,,M5,,0.008,,,
3290,LHS 1140 B,Primary Transit,,24.73712,0.0875,0.29,89.912,0.0209,,,0.128,,,2017,3131,0.146,0.186,M4.5,,-0.24,,5,
3291,LKCA 15 B,Imaging,,40000,15.7,,,6,,,,,,2011,,0.97,,K5V,,,,0.002,
3292,LALANDE 21185 B,Radial Velocity,,9.8693,,,,0.012,,,,,,2017,3828,0.46,0.393,M1.5V,,,,,
3293,MOA-2007-BLG-192L B,Microlensing,,,0.66,,,0.01,,,,,,2008,,0.06,,M,,,,,
3294,MOA-2007-BLG-197L B,Microlensing,,,4.29,,,41,,,,,,2015,,0.82,,,,,,,
3295,MOA-2007-BLG-400L B,Microlensing,,,0.85,,,0.9,,,,,,2008,,0.35,,,,,,,
3296,MOA-2008-BLG-310L B,Microlensing,,,1.25,,,0.23,,,,,,2009,,0.67,,,,,,,
3297,MOA-2008-BLG-379L B,Microlensing,,,3.3,,,4.1,,,,,,2013,,0.66,,,,,,,
3298,MOA-2009-BLG-266L B,Microlensing,,2780,3.2,,,0.0327,,,,,,2010,,0.56,,,,,,,
3299,MOA-2009-BLG-319 B,Microlensing,,,2,,,0.157,,,,,,2010,,0.38,,K,,,,,
3300,MOA-2009-BLG-387L B,Microlensing,,1970,1.8,,,2.6,,,,,,2011,,0.19,,M,,,,,
3301,MOA-2010-BLG-328L B,Microlensing,,,0.92,,,0.029,,,,,,2013,,0.11,,M,,,,,
3302,MOA-2010-BLG-353L B,Microlensing,,,1.72,,,0.27,,,,,,2015,,0.18,,M,,,,,
3303,MOA-2010-BLG-477L B,Microlensing,,,2,,,1.5,,,,,,2012,,0.67,,K,,,,,
3304,MOA-2011-BLG-028L B,Microlensing,,,7.14,,,0.094,,,,,,2015,,0.75,,,,,,,
3305,MOA-2011-BLG-262L B,Microlensing,,,0.84,,,0.05663405,,,,,,2013,,0.12,,,,,,,
3306,MOA-2011-BLG-274 B,Microlensing,,,40,,,0.8,,,,,,2014,,,,,,,,,
3307,MOA-2011-BLG-293L B,Microlensing,,,1.1,,,4.8,,,,,,2012,,0.86,,,,,,,
3308,MOA-2011-BLG-322L B,Microlensing,,,3.6,,,7.8,,,,,,2013,,0.31,,,,,,,
3309,MOA-2012-BLG-006 B,Microlensing,,,10.2,,,8.4,,,,,,2017,,0.49,,,,,,,
3310,MOA-2012-BLG-505L B,Microlensing,,,1.12,,,6.7,,,,,,2017,0.1,,,M,,,,,
3311,MOA-2013-BLG-220L B,Microlensing,,,0.7,,,0.188780165,,,,,,2014,,0.05,,Brown Dwarf,,,,,
3312,MOA-2013-BLG-605L B,Microlensing,,,4.2,,,0.066,,,,,,2015,,0.19,,,,,,,
3313,MOA-2016-BLG-227L B,Microlensing,,,1.64,,,2.3,,,,,,2017,,0.24,,,,,,,
3314,MOA-BIN-1 B,Microlensing,,,8.3,,,3.7,,,,,,2012,,0.75,,,,,,,
3315,NGC 2423 3 B,Radial Velocity,,714.3,2.1,0.21,,10.6,,,,,,2007,,2.4,,,,0.14,,0.75,
3316,NGC 4349 NO 127 B,Radial Velocity,,677.8,2.38,0.19,,19.8,,,,,,2007,,3.9,,,,,,0.21,
3317,NLTT 41135,Primary Transit,,2.889475,0.024,,87.42,33.7,,,1.13,,,2010,3230,0.188,0.21,M5.1,,0,,,
3318,NN SER (AB) C,Pulsar,,5660,5.38,0,,6.91,,,,,,2010,,0.646,,WD+M,,,,,
3319,NN SER (AB) D,Pulsar,,2830,3.39,0.2,,2.28,,,,,,2009,,0.646,,WD+M,,,,,
3320,NY VIR B,Pulsar,,2987.745,3.39,,,2.78,,,,,,2011,33000,0.6,,B D,,,,,
3321,NY VIR C,Pulsar,,9861.75,7.54,,,4.49,,,,,,2011,33000,0.6,,B D,,,,,
3322,OGLE-2003-BLG-235L B,Microlensing,,,5.1,,,2.6,,,,,,2004,,0.63,,,,,,,
3323,OGLE-2005-071L B,Microlensing,,3600,3.6,,,3.5,,,,,,2005,,0.46,,,,,,,
3324,OGLE-2005-169L B,Microlensing,,,4,,,0.0444,,,,,,2005,,0.69,,K5,,,,,
3325,OGLE-2005-390L B,Microlensing,,3500,2.1,,,0.017,,,,,,2005,,0.22,,M,,,,,
3326,OGLE-2006-109L B,Microlensing,,1790,2.3,,64,0.727,,,,,,2008,,0.51,,,,,,,
3327,OGLE-2006-109L C,Microlensing,,4931,4.5,0.15,64,0.271,,,,,,2008,,0.51,,,,,,,
3328,OGLE-2007-BLG-349(AB) B,Microlensing,,,2.59,,,0.25,,,,,,2016,,0.71,,,,,,,
3329,OGLE-2007-BLG-368L B,Microlensing,,,3.3,,,0.0694,,,,,,2008,,0.64,,,,,,,
3330,OGLE-2008-BLG-092L B,Microlensing,,,15,,,0.18,,,,,,2014,,0.71,,,,,,,
3331,OGLE-2008-BLG-355L B,Microlensing,,,,,,4.6,,,,,,2014,,0.37,,,,,,,
3332,OGLE-2009-BLG-151L B,Microlensing,,,0.31,,,7.5,,,,,,2013,,0.018,,,,,,,
3333,OGLE-2011-BLG-0251L B,Microlensing,,,3.86,,,0.96,,,,,,2012,,0.47,,,,,,,
3334,OGLE-2011-BLG-0265L B,Microlensing,,,1.89,,,0.88,,,,,,2015,,0.211,,,,,,,
3335,OGLE-2011-BLG-0420L B,Microlensing,,,0.19,,,9.4,,,,,,2013,,0.025,,,,,,,
3336,OGLE-2012-BLG-0026L B,Microlensing,,,3.82,,,0.11,,,,,,2012,,0.82,,,,,,,
3337,OGLE-2012-BLG-0026L C,Microlensing,,,4.63,,,0.68,,,,,,2012,,0.82,,,,,,,
3338,OGLE-2012-BLG-0358L B,Microlensing,,,0.87,,,1.85,,,,,,2013,,0.022,,,,,,,
3339,OGLE-2012-BLG-0406L B,Microlensing,,,3.45,,,2.73,,,,,,2013,,0.44,,,,,,,
3340,OGLE-2012-BLG-0563L B,Microlensing,,,0.74,,,0.39,,,,,,2015,5907,0.34,,,,-0.66,,,
3341,OGLE-2012-BLG-0724L B,Microlensing,,,1.6,,,0.47,,,,,,2016,,0.29,,M,,,,,
3342,OGLE-2012-BLG-0950L B,Microlensing,,,2.7,,,0.11,,,,,,2016,5500,0.56,,M,,,,,
3343,OGLE-2013-BLG-0102L B,Microlensing,,,0.8,,,13.6,,,,,,2014,,0.097,,,,,,,
3344,OGLE-2013-BLG-0341L B,Microlensing,,,0.702,,,0.005222918,,,,,,2014,,0.1127,,,,,,,
3345,OGLE-2013-BLG-1761L B,Microlensing,,,1.8,,,2.8,,,,,,2017,,0.33,,M/K,,,,,
3346,OGLE-2014-BLG-0124L B,Microlensing,,,3.1,,,0.5,,,,,,2014,,0.71,,,,,,,
3347,OGLE-2014-BLG-0257L B,Microlensing,,,0.61,,,36,,,,,,2016,,0.19,,M,,,,,
3348,OGLE-2014-BLG-0676L B,Microlensing,,,4.4,,,3.09,,,,,,2016,,0.62,,,,,,,
3349,OGLE-2014:BLG-1760L B,Microlensing,,,1.75,,,0.573,,,,,,2016,,0.51,,,,,,,
3350,OGLE-2015-BLG-0051L B,Microlensing,,,0.73,,,0.72,,,,,,2016,,0.1,,G,,,,,
3351,OGLE-2015-BLG-0954L B,Microlensing,,,1.2,,,4.4,,,,,,2016,,0.37,,,,,,,
3352,OGLE-2015-BLG-0966L B,Microlensing,,,2.4,,,0.066,,,,,,2015,,0.38,,M,,,,,
3353,OGLE-2015-BLG-1319L B,Microlensing,,,0.245,,,45,,,,,,2016,,0.58,,K,,,,,
3354,OGLE-2016-BLG-1195L B,Microlensing,,,1.16,,,0.0045,,,,,,2017,,0.078,,,,,,,
