rowid,Star name,planet letter,Method,No de planetas,Periodo dias,Semi eje,excentricidad,Inlcinacion,Masa sin (Mjup),Masa (Mjup),Masa (Mtierra),Radio (Rjup),Radio tierra,Densidad pl gr/cm^3,Año,Teff (K),Masa (Msol),Radio (Rsol),Tipo espectral,Densidad estr (gr/cm^3),Metalicidad,Razón de metalicidad,Edad estr
1906,Kepler-212,c,Transit,2,31.805174,0.207,,,,,,0.244,2.74,,2014,5852,1.16,1.46,,,,,
1907,Kepler-213,b,Transit,2,2.46236,0.036,,,,,,0.145,1.62,,2014,5696,0.94,1.2,,,-0.051,[Fe/H],
1908,Kepler-213,c,Transit,2,4.822962,0.057,,,,,,0.209,2.34,,2014,5696,0.94,1.2,,,-0.051,[Fe/H],
1909,Kepler-214,b,Transit,2,15.660544,0.13,,,,,,0.233,2.61,,2014,6169,,1.35,,,-0.359,[Fe/H],
1910,Kepler-214,c,Transit,2,28.7798,0.194,,,,,,0.19,2.13,,2014,6169,,1.35,,,-0.359,[Fe/H],
1911,Kepler-215,b,Transit,4,9.360672,0.084,,,,,,0.145,1.62,,2014,5739,0.77,1.03,,,-0.618,[Fe/H],
1912,Kepler-215,c,Transit,4,14.667108,0.113,,,,,,0.158,1.77,,2014,5739,0.77,1.03,,,-0.618,[Fe/H],
1913,Kepler-215,d,Transit,4,30.864423,0.185,,,,,,0.213,2.39,,2014,5739,0.77,1.03,,,-0.618,[Fe/H],
1914,Kepler-215,e,Transit,4,68.16101,0.314,,,,,,0.156,1.75,,2014,5739,0.77,1.03,,,-0.618,[Fe/H],
1915,Kepler-216,b,Transit,2,7.693641,0.079,,,,,,0.21,2.35,,2014,6091,,1.26,,,-0.183,[Fe/H],
1916,Kepler-216,c,Transit,2,17.406669,0.136,,,,,,0.271,3.04,,2014,6091,,1.26,,,-0.183,[Fe/H],
1917,Kepler-217,b,Transit,3,5.374943,0.065,,,,,,0.199,2.23,,2014,6171,,1.8,,,,,
1918,Kepler-217,c,Transit,3,8.586004,0.089,,,,,,0.165,1.85,,2014,6171,,1.8,,,,,
1919,Kepler-217,d,Transit,3,3.88689525,,,,,,,0.118,1.32,,2016,6171,,1.8,,,,,
1920,Kepler-218,b,Transit,3,3.619337,0.046,,,,,,0.132,1.48,,2014,5502,,1.06,,,0.194,[Fe/H],
1921,Kepler-218,c,Transit,3,44.699576,0.248,,,,,,0.28,3.14,,2014,5502,,1.06,,,0.194,[Fe/H],
1922,Kepler-218,d,Transit,3,124.5244647,,,,,,,0.237,2.66,,2016,5502,,1.06,,,0.194,[Fe/H],
1923,Kepler-219,b,Transit,3,4.585512,0.057,,,,,,0.263,2.95,,2014,5786,,1.49,,,0.02,[Fe/H],
1924,Kepler-219,c,Transit,3,22.714613,0.165,,,,,,0.319,3.58,,2014,5786,,1.49,,,0.02,[Fe/H],
1925,Kepler-219,d,Transit,3,47.903645,0.272,,,,,,0.251,2.81,,2014,5786,,1.49,,,0.02,[Fe/H],
1926,Kepler-22,b,Transit,1,289.8623,0.849,0,89.764,0.113,0.113,36,0.212,2.38,14.7,2011,5518,0.97,0.98,G5 V,1.458,-0.29,[Fe/H],
1927,Kepler-220,b,Transit,4,4.159807,0.046,,,,,,0.072,0.81,,2014,4632,,0.67,,,,,
1928,Kepler-220,c,Transit,4,9.034199,0.076,,,,,,0.14,1.57,,2014,4632,,0.67,,,,,
1929,Kepler-220,d,Transit,4,28.122397,0.163,,,,,,0.087,0.98,,2014,4632,,0.67,,,,,
1930,Kepler-220,e,Transit,4,45.902733,0.226,,,,,,0.119,1.33,,2014,4632,,0.67,,,,,
1931,Kepler-221,b,Transit,4,2.795906,0.037,,,,,,0.153,1.71,,2014,5243,0.72,0.82,,,-0.413,[Fe/H],
1932,Kepler-221,c,Transit,4,5.690586,0.059,,,,,,0.261,2.93,,2014,5243,0.72,0.82,,,-0.413,[Fe/H],
1933,Kepler-221,d,Transit,4,10.04156,0.087,,,,,,0.244,2.73,,2014,5243,0.72,0.82,,,-0.413,[Fe/H],
1934,Kepler-221,e,Transit,4,18.369917,0.13,,,,,,0.235,2.63,,2014,5243,0.72,0.82,,,-0.413,[Fe/H],
1935,Kepler-222,b,Transit,3,3.936981,0.048,,,,,,0.282,3.16,,2014,5433,,0.87,,,0.15,[Fe/H],
1936,Kepler-222,c,Transit,3,10.08881,0.091,,,,,,0.414,4.64,,2014,5433,,0.87,,,0.15,[Fe/H],
1937,Kepler-222,d,Transit,3,28.081912,0.18,,,,,,0.329,3.69,,2014,5433,,0.87,,,0.15,[Fe/H],
1938,Kepler-223,b,Transit,4,7.38449,,0.078,90,0.02328,0.02328,7.4,0.267,2.99,1.54,2014,,1.12,1.72,,,,,
1939,Kepler-223,c,Transit,4,9.84564,,0.15,90,0.01605,0.01605,5.1,0.307,3.44,0.71,2014,,1.12,1.72,,,,,
1940,Kepler-223,d,Transit,4,14.78869,,0.037,87.94,0.02517,0.02517,8,0.467,5.24,0.31,2014,,1.12,1.72,,,,,
1941,Kepler-223,e,Transit,4,19.72567,,0.051,88,0.0151,0.0151,4.8,0.41,4.6,0.28,2014,,1.12,1.72,,,,,
1942,Kepler-224,b,Transit,4,3.132924,0.038,,,,,,0.124,1.39,,2014,5018,0.74,0.68,,,-0.309,[Fe/H],
1943,Kepler-224,c,Transit,4,5.925003,0.058,,,,,,0.278,3.12,,2014,5018,0.74,0.68,,,-0.309,[Fe/H],
1944,Kepler-224,d,Transit,4,11.349393,0.089,,,,,,0.205,2.3,,2014,5018,0.74,0.68,,,-0.309,[Fe/H],
1945,Kepler-224,e,Transit,4,18.643577,0.124,,,,,,0.176,1.97,,2014,5018,0.74,0.68,,,-0.309,[Fe/H],
1946,Kepler-225,b,Transit,2,6.738975,0.056,,,,,,0.107,1.2,,2014,3682,,0.48,,,-0.185,[Fe/H],
1947,Kepler-225,c,Transit,2,18.794234,0.111,,,,,,0.164,1.84,,2014,3682,,0.48,,,-0.185,[Fe/H],
1948,Kepler-226,b,Transit,3,3.940997,0.047,,,,,,0.138,1.55,,2014,5571,0.86,0.8,,,-0.145,[Fe/H],
1949,Kepler-226,c,Transit,3,5.349555,0.058,,,,,,0.203,2.27,,2014,5571,0.86,0.8,,,-0.145,[Fe/H],
1950,Kepler-226,d,Transit,3,8.109044,0.076,,,,,,0.109,1.22,,2014,5571,0.86,0.8,,,-0.145,[Fe/H],
1951,Kepler-227,b,Transit,2,9.488015,0.09,,,,,,0.277,3.11,,2014,5854,,1.09,,,0.136,[Fe/H],
1952,Kepler-227,c,Transit,2,54.418694,0.29,,,,,,0.271,3.04,,2014,5854,,1.09,,,0.136,[Fe/H],
1953,Kepler-228,b,Transit,3,2.566546,0.038,,,,,,0.136,1.53,,2014,6043,,1.01,,,-0.067,[Fe/H],
1954,Kepler-228,c,Transit,3,4.134444,0.052,,,,,,0.241,2.7,,2014,6043,,1.01,,,-0.067,[Fe/H],
1955,Kepler-228,d,Transit,3,11.094286,0.101,,,,,,0.36,4.04,,2014,6043,,1.01,,,-0.067,[Fe/H],
1956,Kepler-229,b,Transit,3,6.252972,0.062,,,,,,0.196,2.2,,2014,5120,,0.73,,,-0.109,[Fe/H],
1957,Kepler-229,c,Transit,3,16.068638,0.117,,,,,,0.439,4.92,,2014,5120,,0.73,,,-0.109,[Fe/H],
1958,Kepler-229,d,Transit,3,41.194912,0.22,,,,,,0.343,3.85,,2014,5120,,0.73,,,-0.109,[Fe/H],
1959,Kepler-23,b,Transit,3,7.1073,0.075,,,0.8,0.8,254.3,0.17,1.9,,2011,5828,1.11,1.55,,,-0.09,[M/H],6
1960,Kepler-23,c,Transit,3,10.7421,0.099,,,2.7,2.7,858.1,0.285,3.2,,2011,5828,1.11,1.55,,,-0.09,[M/H],6
1961,Kepler-23,d,Transit,3,15.274299,0.124,,,,,,0.196,2.2,,2014,5828,1.11,1.55,,,-0.09,[M/H],6
1962,Kepler-230,b,Transit,2,32.625555,0.191,,,,,,0.38,4.26,,2014,5588,,0.82,,,-0.291,[Fe/H],
1963,Kepler-230,c,Transit,2,91.773242,0.38,,,,,,0.182,2.04,,2014,5588,,0.82,,,-0.291,[Fe/H],
1964,Kepler-231,b,Transit,2,10.065275,0.074,,,,,,0.154,1.73,,2014,3767,0.58,0.49,,,-0.011,[Fe/H],
1965,Kepler-231,c,Transit,2,19.271566,0.114,,,,,,0.172,1.93,,2014,3767,0.58,0.49,,,-0.011,[Fe/H],
1966,Kepler-232,b,Transit,2,4.431222,0.054,,,,,,0.275,3.08,,2014,5847,,0.97,,,0.083,[Fe/H],
1967,Kepler-232,c,Transit,2,11.379349,0.101,,,,,,0.342,3.83,,2014,5847,,0.97,,,0.083,[Fe/H],
1968,Kepler-233,b,Transit,2,8.472382,0.077,,,,,,0.217,2.43,,2014,5360,,0.76,,,-0.067,[Fe/H],
1969,Kepler-233,c,Transit,2,60.418955,0.287,,,,,,0.242,2.71,,2014,5360,,0.76,,,-0.067,[Fe/H],
1970,Kepler-234,b,Transit,2,2.711506,0.04,,,,,,0.33,3.7,,2014,6224,,1.11,,,0.075,[Fe/H],
1971,Kepler-234,c,Transit,2,7.21205,0.077,,,,,,0.313,3.51,,2014,6224,,1.11,,,0.075,[Fe/H],
1972,Kepler-235,b,Transit,4,3.340222,0.037,,,,,,0.199,2.23,,2014,4255,0.59,0.55,,,0.087,[Fe/H],
1973,Kepler-235,c,Transit,4,7.824904,0.065,,,,,,0.114,1.28,,2014,4255,0.59,0.55,,,0.087,[Fe/H],
1974,Kepler-235,d,Transit,4,20.060548,0.122,,,,,,0.183,2.05,,2014,4255,0.59,0.55,,,0.087,[Fe/H],
1975,Kepler-235,e,Transit,4,46.183669,0.213,,,,,,0.198,2.22,,2014,4255,0.59,0.55,,,0.087,[Fe/H],
1976,Kepler-236,b,Transit,2,8.295611,0.065,,,,,,0.14,1.57,,2014,3750,0.56,0.51,,,0.119,[Fe/H],
1977,Kepler-236,c,Transit,2,23.968127,0.132,,,,,,0.178,2,,2014,3750,0.56,0.51,,,0.119,[Fe/H],
1978,Kepler-237,b,Transit,2,4.715106,0.05,,,,,,0.126,1.41,,2014,4861,0.7,0.72,,,-0.077,[Fe/H],
1979,Kepler-237,c,Transit,2,8.103636,0.071,,,,,,0.186,2.08,,2014,4861,0.7,0.72,,,-0.077,[Fe/H],
1980,Kepler-238,b,Transit,5,2.090876,0.034,,,,,,0.154,1.73,,2014,5751,1.06,1.43,,,0.143,[Fe/H],
1981,Kepler-238,c,Transit,5,6.155557,0.069,,,,,,0.213,2.39,,2014,5751,1.06,1.43,,,0.143,[Fe/H],
1982,Kepler-238,d,Transit,5,13.233549,0.115,,,,,,0.274,3.07,,2014,5751,1.06,1.43,,,0.143,[Fe/H],
1983,Kepler-238,e,Transit,5,23.654,,,,0.534,0.534,169.7,0.5,5.6,,2013,5751,1.06,1.43,,,0.143,[Fe/H],
1984,Kepler-238,f,Transit,5,50.447,,,,0.042,0.042,13.5,0.178,2,,2013,5751,1.06,1.43,,,0.143,[Fe/H],
1985,Kepler-239,b,Transit,2,11.763051,0.095,,,,,,0.208,2.33,,2014,4914,0.74,0.76,,,-0.016,[Fe/H],
1986,Kepler-239,c,Transit,2,56.228098,0.268,,,,,,0.224,2.51,,2014,4914,0.74,0.76,,,-0.016,[Fe/H],
1987,Kepler-24,b,Transit,4,8.1453,0.08,,,1.6,1.6,508.5,0.214,2.4,,2011,5897,1.03,1.29,,,-0.24,[M/H],7.7
1988,Kepler-24,c,Transit,4,12.3335,0.106,,,1.6,1.6,508.5,0.25,2.8,,2011,5897,1.03,1.29,,,-0.24,[M/H],7.7
1989,Kepler-24,d,Transit,4,4.244384,0.051,,,,,,0.149,1.67,,2014,5897,1.03,1.29,,,-0.24,[M/H],7.7
1990,Kepler-24,e,Transit,4,18.998355,0.138,,,,,,0.248,2.78,,2014,5897,1.03,1.29,,,-0.24,[M/H],7.7
1991,Kepler-240,b,Transit,2,4.144495,0.048,,,,,,0.122,1.37,,2014,4985,,0.74,,,0.089,[Fe/H],
1992,Kepler-240,c,Transit,2,7.953528,0.074,,,,,,0.196,2.2,,2014,4985,,0.74,,,0.089,[Fe/H],
1993,Kepler-241,b,Transit,2,12.718092,0.094,,,,,,0.208,2.33,,2014,4699,,0.67,,,-0.243,[Fe/H],
1994,Kepler-241,c,Transit,2,36.065978,0.189,,,,,,0.229,2.57,,2014,4699,,0.67,,,-0.243,[Fe/H],
1995,Kepler-242,b,Transit,2,8.20395,0.075,,,,,,0.233,2.61,,2014,5020,,0.85,,,0.103,[Fe/H],
1996,Kepler-242,c,Transit,2,14.496481,0.109,,,,,,0.178,2,,2014,5020,,0.85,,,0.103,[Fe/H],
1997,Kepler-243,b,Transit,2,5.715442,0.062,,,,,,0.219,2.45,,2014,5228,0.89,0.84,,,0.241,[Fe/H],
1998,Kepler-243,c,Transit,2,20.026218,0.142,,,,,,0.178,1.99,,2014,5228,0.89,0.84,,,0.241,[Fe/H],
1999,Kepler-244,b,Transit,3,4.311792,0.05,,,,,,0.246,2.76,,2014,5554,,0.8,,,-0.191,[Fe/H],
2000,Kepler-244,c,Transit,3,9.767292,0.087,,,,,,0.183,2.05,,2014,5554,,0.8,,,-0.191,[Fe/H],
2001,Kepler-244,d,Transit,3,20.050401,0.14,,,,,,0.206,2.31,,2014,5554,,0.8,,,-0.191,[Fe/H],
2002,Kepler-245,b,Transit,4,7.49019,0.071,,,,,,0.229,2.57,,2014,5100,0.8,0.8,,,-0.028,[Fe/H],
2003,Kepler-245,c,Transit,4,17.460812,0.124,,,,,,0.194,2.18,,2014,5100,0.8,0.8,,,-0.028,[Fe/H],
2004,Kepler-245,d,Transit,4,36.277108,0.202,,,,,,0.27,3.03,,2014,5100,0.8,0.8,,,-0.028,[Fe/H],
2005,Kepler-245,e,Transit,4,3.21982106,,,,,,,0.156,1.75,,2016,5100,0.8,0.8,,,-0.028,[Fe/H],
2006,Kepler-246,b,Transit,2,4.60182,0.052,,,,,,0.209,2.34,,2014,5206,0.86,0.83,,,0.143,[Fe/H],
2007,Kepler-246,c,Transit,2,11.187161,0.095,,,,,,0.134,1.5,,2014,5206,0.86,0.83,,,0.143,[Fe/H],
2008,Kepler-247,b,Transit,3,3.33616,0.042,,,,,,0.146,1.64,,2014,5100,,0.77,,,0.169,[Fe/H],
2009,Kepler-247,c,Transit,3,9.439452,0.084,,,,,,0.365,4.09,,2014,5100,,0.77,,,0.169,[Fe/H],
2010,Kepler-247,d,Transit,3,20.477912,0.14,,,,,,0.352,3.94,,2014,5100,,0.77,,,0.169,[Fe/H],
2011,Kepler-248,b,Transit,2,6.308205,0.066,,,,,,0.269,3.02,,2014,5190,,0.83,,,0.171,[Fe/H],
2012,Kepler-248,c,Transit,2,16.239494,0.123,,,,,,0.363,4.07,,2014,5190,,0.83,,,0.171,[Fe/H],
2013,Kepler-249,b,Transit,3,3.306539,0.035,,,,,,0.097,1.09,,2014,3568,,0.48,,,0.221,[Fe/H],
2014,Kepler-249,c,Transit,3,7.113702,0.058,,,,,,0.135,1.51,,2014,3568,,0.48,,,0.221,[Fe/H],
2015,Kepler-249,d,Transit,3,15.368459,0.097,,,,,,0.14,1.57,,2014,3568,,0.48,,,0.221,[Fe/H],
2016,Kepler-25,b,Transit,3,6.2385,,,,0.0302,0.0302,9.6,0.242,2.71,2.5,2011,6270,1.19,1.31,,0.75,-0.04,[Fe/H],11
2017,Kepler-25,c,Transit,3,12.7204,,,,0.0774,0.0774,24.6,0.464,5.2,0.9,2011,6270,1.19,1.31,,0.75,-0.04,[Fe/H],11
2018,Kepler-25,d,Radial Velocity,3,123,,,,0.283,0.283,89.9,,,,2014,6270,1.19,1.31,,0.75,-0.04,[Fe/H],11
2019,Kepler-250,b,Transit,3,4.148141,0.048,,,,,,0.101,1.13,,2014,5160,0.8,0.81,,,0.063,[Fe/H],
2020,Kepler-250,c,Transit,3,7.156804,0.069,,,,,,0.203,2.28,,2014,5160,0.8,0.81,,,0.063,[Fe/H],
2021,Kepler-250,d,Transit,3,17.648312,0.127,,,,,,0.194,2.18,,2014,5160,0.8,0.81,,,0.063,[Fe/H],
2022,Kepler-251,b,Transit,4,4.790936,0.053,,,,,,0.119,1.33,,2014,5526,0.91,0.89,,,-0.156,[Fe/H],
2023,Kepler-251,c,Transit,4,16.514043,0.122,,,,,,0.247,2.77,,2014,5526,0.91,0.89,,,-0.156,[Fe/H],
2024,Kepler-251,d,Transit,4,30.133001,0.182,,,,,,0.247,2.77,,2014,5526,0.91,0.89,,,-0.156,[Fe/H],
2025,Kepler-251,e,Transit,4,99.640161,0.404,,,,,,0.247,2.77,,2014,5526,0.91,0.89,,,-0.156,[Fe/H],
2026,Kepler-252,b,Transit,2,6.668391,0.058,,,,,,0.11,1.23,,2014,4208,0.52,0.55,,,-0.67,[Fe/H],
2027,Kepler-252,c,Transit,2,10.848463,0.08,,,,,,0.192,2.15,,2014,4208,0.52,0.55,,,-0.67,[Fe/H],
2028,Kepler-253,b,Transit,3,3.783986,0.046,,,,,,0.145,1.63,,2014,5208,,0.79,,,0.052,[Fe/H],
2029,Kepler-253,c,Transit,3,10.281951,0.089,,,,,,0.236,2.65,,2014,5208,,0.79,,,0.052,[Fe/H],
2030,Kepler-253,d,Transit,3,18.119869,0.13,,,,,,0.283,3.17,,2014,5208,,0.79,,,0.052,[Fe/H],
2031,Kepler-254,b,Transit,3,5.826662,0.064,,,,,,0.345,3.87,,2014,5957,,0.91,,,-0.191,[Fe/H],
2032,Kepler-254,c,Transit,3,12.412183,0.105,,,,,,0.192,2.15,,2014,5957,,0.91,,,-0.191,[Fe/H],
2033,Kepler-254,d,Transit,3,18.746477,0.139,,,,,,0.223,2.5,,2014,5957,,0.91,,,-0.191,[Fe/H],
2034,Kepler-255,b,Transit,3,5.714606,0.063,,,,,,0.138,1.55,,2014,5573,0.97,0.93,,,0.212,[Fe/H],
2035,Kepler-255,c,Transit,3,9.946047,0.092,,,,,,0.267,2.99,,2014,5573,0.97,0.93,,,0.212,[Fe/H],
2036,Kepler-255,d,Transit,3,1.04562266,,,,,,,0.118,1.32,,2016,5573,0.97,0.93,,,0.212,[Fe/H],
2037,Kepler-256,b,Transit,4,1.620493,0.027,,,,,,0.142,1.59,,2014,5551,1.02,1.3,,,0.061,[Fe/H],
2038,Kepler-256,c,Transit,4,3.38802,0.045,,,,,,0.192,2.15,,2014,5551,1.02,1.3,,,0.061,[Fe/H],
2039,Kepler-256,d,Transit,4,5.839172,0.064,,,,,,0.221,2.48,,2014,5551,1.02,1.3,,,0.061,[Fe/H],
2040,Kepler-256,e,Transit,4,10.681572,0.096,,,,,,0.21,2.35,,2014,5551,1.02,1.3,,,0.061,[Fe/H],
2041,Kepler-257,b,Transit,3,2.382667,0.034,,,,,,0.233,2.61,,2014,5180,,1.04,,,0.315,[Fe/H],
2042,Kepler-257,c,Transit,3,6.581484,0.066,,,,,,0.483,5.41,,2014,5180,,1.04,,,0.315,[Fe/H],
2043,Kepler-257,d,Transit,3,24.664551,0.16,,,,,,0.442,4.95,,2014,5180,,1.04,,,0.315,[Fe/H],
2044,Kepler-258,b,Transit,2,13.19722,0.103,,,,,,0.362,4.06,,2014,4942,0.8,0.92,,,0.415,[Fe/H],
2045,Kepler-258,c,Transit,2,33.653079,0.193,,,,,,0.322,3.61,,2014,4942,0.8,0.92,,,0.415,[Fe/H],
2046,Kepler-259,b,Transit,2,8.115317,0.079,,,,,,0.25,2.8,,2014,5938,,0.9,,,-0.165,[Fe/H],
2047,Kepler-259,c,Transit,2,36.924931,0.217,,,,,,0.241,2.7,,2014,5938,,0.9,,,-0.165,[Fe/H],
2048,Kepler-26,b,Transit,4,12.28,,,,0.01611,0.01611,5.12,0.248,2.78,1.26,2011,3914,0.54,0.51,,,-0.13,[Fe/H],
2049,Kepler-26,c,Transit,4,17.2559,,,,0.01951,0.01951,6.2,0.243,2.72,1.61,2011,3914,0.54,0.51,,,-0.13,[Fe/H],
2050,Kepler-26,d,Transit,4,3.543919,0.039,,,,,,0.095,1.07,,2014,3914,0.54,0.51,,,-0.13,[Fe/H],
2051,Kepler-26,e,Transit,4,46.827915,0.22,,,,,,0.215,2.41,,2014,3914,0.54,0.51,,,-0.13,[Fe/H],
2052,Kepler-260,b,Transit,2,8.187399,0.075,,,,,,0.179,2.01,,2014,5250,0.88,0.86,,,-0.034,[Fe/H],
2053,Kepler-260,c,Transit,2,76.050178,0.332,,,,,,0.155,1.74,,2014,5250,0.88,0.86,,,-0.034,[Fe/H],
2054,Kepler-261,b,Transit,2,10.381227,0.088,,,,,,0.194,2.18,,2014,5098,0.87,0.79,,,0.14,[Fe/H],
2055,Kepler-261,c,Transit,2,24.570858,0.156,,,,,,0.178,2,,2014,5098,0.87,0.79,,,0.14,[Fe/H],
2056,Kepler-262,b,Transit,2,13.060855,0.108,,,,,,0.121,1.36,,2014,5841,,0.88,,,-0.115,[Fe/H],
2057,Kepler-262,c,Transit,2,21.853722,0.152,,,,,,0.146,1.64,,2014,5841,,0.88,,,-0.115,[Fe/H],
2058,Kepler-263,b,Transit,2,16.568087,0.12,,,,,,0.238,2.67,,2014,5265,,0.79,,,-0.11,[Fe/H],
2059,Kepler-263,c,Transit,2,47.332773,0.242,,,,,,0.22,2.47,,2014,5265,,0.79,,,-0.11,[Fe/H],
2060,Kepler-264,b,Transit,2,40.806231,0.249,,,,,,0.297,3.33,,2014,6158,1.32,1.55,,,-0.19,[Fe/H],
2061,Kepler-264,c,Transit,2,140.101261,0.566,,,,,,0.252,2.83,,2014,6158,1.32,1.55,,,-0.19,[Fe/H],
2062,Kepler-265,b,Transit,4,6.846262,0.069,,,,,,0.166,1.86,,2014,5835,1.03,1.1,,,-0.311,[Fe/H],
2063,Kepler-265,c,Transit,4,17.028937,0.127,,,,,,0.235,2.63,,2014,5835,1.03,1.1,,,-0.311,[Fe/H],
2064,Kepler-265,d,Transit,4,43.130617,0.236,,,,,,0.222,2.49,,2014,5835,1.03,1.1,,,-0.311,[Fe/H],
2065,Kepler-265,e,Transit,4,67.831024,0.319,,,,,,0.231,2.59,,2014,5835,1.03,1.1,,,-0.311,[Fe/H],
2066,Kepler-266,b,Transit,2,6.61833,0.071,,,,,,0.221,2.48,,2014,5885,0.99,1.03,,,0.106,[Fe/H],
2067,Kepler-266,c,Transit,2,107.723601,0.457,,,,,,0.347,3.89,,2014,5885,0.99,1.03,,,0.106,[Fe/H],
2068,Kepler-267,b,Transit,3,3.353728,0.037,,,,,,0.177,1.98,,2014,4258,0.56,0.56,,,0.028,[Fe/H],
2069,Kepler-267,c,Transit,3,6.87745,0.06,,,,,,0.19,2.13,,2014,4258,0.56,0.56,,,0.028,[Fe/H],
2070,Kepler-267,d,Transit,3,28.464515,0.154,,,,,,0.203,2.27,,2014,4258,0.56,0.56,,,0.028,[Fe/H],
2071,Kepler-268,b,Transit,2,25.934138,0.18,,,,,,0.227,2.55,,2014,6081,,1.27,,,-0.114,[Fe/H],
2072,Kepler-268,c,Transit,2,83.446393,0.391,,,,,,0.302,3.38,,2014,6081,,1.27,,,-0.114,[Fe/H],
2073,Kepler-269,b,Transit,2,5.326718,0.061,,,,,,0.22,2.47,,2014,5847,0.98,0.96,,,0.02,[Fe/H],
2074,Kepler-269,c,Transit,2,8.127899,0.081,,,,,,0.151,1.69,,2014,5847,0.98,0.96,,,0.02,[Fe/H],
2075,Kepler-27,b,Transit,2,15.3348,0.118,,,9.11,9.11,2895.31,0.357,4,,2011,5400,0.65,0.59,,,0.41,[M/H],
2076,Kepler-27,c,Transit,2,31.3309,0.191,,,13.8,13.8,4385.87,0.437,4.9,,2011,5400,0.65,0.59,,,0.41,[M/H],
2077,Kepler-270,b,Transit,2,11.476094,0.107,,,,,,0.179,2.01,,2014,6067,,1.46,,,-0.151,[Fe/H],
2078,Kepler-270,c,Transit,2,25.262887,0.18,,,,,,0.158,1.77,,2014,6067,,1.46,,,-0.151,[Fe/H],
2079,Kepler-271,b,Transit,3,5.217738,0.056,,,,,,0.079,0.89,,2014,5524,,0.88,,,-0.951,[Fe/H],
2080,Kepler-271,c,Transit,3,7.410935,0.071,,,,,,0.089,1,,2014,5524,,0.88,,,-0.951,[Fe/H],
2081,Kepler-271,d,Transit,3,5.24972541,,,,,,,0.059,0.66,,2016,5524,,0.88,,,-0.951,[Fe/H],
2082,Kepler-272,b,Transit,3,2.971353,0.038,,,,,,0.128,1.43,,2014,5297,0.79,0.93,,,-0.161,[Fe/H],
2083,Kepler-272,c,Transit,3,6.057342,0.061,,,,,,0.16,1.79,,2014,5297,0.79,0.93,,,-0.161,[Fe/H],
2084,Kepler-272,d,Transit,3,10.937304,0.091,,,,,,0.201,2.25,,2014,5297,0.79,0.93,,,-0.161,[Fe/H],
2085,Kepler-273,b,Transit,2,2.936532,0.037,,,,,,0.134,1.5,,2014,5626,,0.81,,,-0.478,[Fe/H],
2086,Kepler-273,c,Transit,2,8.014927,0.073,,,,,,0.177,1.98,,2014,5626,,0.81,,,-0.478,[Fe/H],
2087,Kepler-274,b,Transit,2,11.634788,0.101,,,,,,0.137,1.54,,2014,6023,,1.01,,,-0.188,[Fe/H],
2088,Kepler-274,c,Transit,2,33.197861,0.204,,,,,,0.164,1.84,,2014,6023,,1.01,,,-0.188,[Fe/H],
2089,Kepler-275,b,Transit,3,10.300682,0.098,,,,,,0.209,2.34,,2014,6165,1.24,1.38,,,0.184,[Fe/H],
2090,Kepler-275,c,Transit,3,16.088134,0.132,,,,,,0.302,3.38,,2014,6165,1.24,1.38,,,0.184,[Fe/H],
2091,Kepler-275,d,Transit,3,35.676062,0.224,,,,,,0.297,3.33,,2014,6165,1.24,1.38,,,0.184,[Fe/H],
2092,Kepler-276,b,Transit,3,14.12841,0.119,,,,,,0.256,2.87,,2014,6105,1.1,1.05,,,0.012,[Fe/H],
2093,Kepler-276,c,Transit,3,31.884,,,,0.052,0.052,16.6,0.259,2.9,,2013,6105,1.1,1.05,,,0.012,[Fe/H],
2094,Kepler-276,d,Transit,3,48.648,,,,0.051,0.051,16.3,0.25,2.8,,2013,6105,1.1,1.05,,,0.012,[Fe/H],
2095,Kepler-277,b,Transit,2,17.324,,,,0.275,0.275,87.3,0.261,2.92,,2013,5946,1.12,1.69,,,-0.315,[Fe/H],
2096,Kepler-277,c,Transit,2,33.006,,,,0.202,0.202,64.2,0.3,3.36,,2013,5946,1.12,1.69,,,-0.315,[Fe/H],
2097,Kepler-278,b,Transit,2,30.160546,0.207,,,,,,0.363,4.07,,2014,4991,,2.94,,,0.422,[Fe/H],
2098,Kepler-278,c,Transit,2,51.078775,0.294,,,,,,0.32,3.59,,2014,4991,,2.94,,,0.422,[Fe/H],
2099,Kepler-279,b,Transit,3,12.309681,0.112,,,,,,0.323,3.62,,2014,6363,1.1,1.75,,,-0.57,[Fe/H],
2100,Kepler-279,c,Transit,3,35.736,,,,0.155,0.155,49.4,0.384,4.3,,2013,6363,1.1,1.75,,,-0.57,[Fe/H],
2101,Kepler-279,d,Transit,3,54.414,,,,0.118,0.118,37.5,0.277,3.1,,2013,6363,1.1,1.75,,,-0.57,[Fe/H],
2102,Kepler-28,b,Transit,2,5.9123,0.062,,,1.51,1.51,479.9,0.321,3.6,,2011,4590,0.75,0.7,,,0.34,[M/H],
2103,Kepler-28,c,Transit,2,8.9858,0.081,,,1.36,1.36,432.23,0.303,3.4,,2011,4590,0.75,0.7,,,0.34,[M/H],
2104,Kepler-280,b,Transit,2,2.139542,0.032,,,,,,0.129,1.45,,2014,5744,0.91,0.89,,,-0.169,[Fe/H],
2105,Kepler-280,c,Transit,2,4.807091,0.056,,,,,,0.179,2.01,,2014,5744,0.91,0.89,,,-0.169,[Fe/H],
